Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,PlayType
2,12,0,2,11,76,0,UNDER CENTER,OPP,PASS
2,11,56,3,11,76,0,SHOTGUN,OPP,PASS
2,7,39,1,10,57,0,SHOTGUN,OPP,PASS
2,6,49,3,6,61,1,SHOTGUN,OPP,PASS
2,5,45,1,10,86,0,NO HUDDLE,OPP,PASS
2,5,43,2,10,86,0,SHOTGUN,OPP,PASS
2,0,34,1,10,60,0,SHOTGUN,OPP,PASS
2,0,12,2,16,54,0,SHOTGUN,OPP,PASS
3,9,27,2,6,85,0,UNDER CENTER,OPP,PASS
3,9,24,3,6,85,0,SHOTGUN,OPP,PASS
3,5,55,3,1,84,1,UNDER CENTER,OPP,PASS
3,4,27,2,11,89,1,SHOTGUN,OPP,PASS
3,0,40,2,15,78,1,SHOTGUN,OPP,PASS
4,14,3,2,11,61,0,UNDER CENTER,OPP,PASS
4,13,57,3,11,61,0,SHOTGUN,OPP,PASS
4,11,6,2,15,55,0,SHOTGUN,OPP,PASS
4,11,0,3,15,55,0,SHOTGUN,OPP,PASS
4,10,15,1,10,80,1,SHOTGUN,OPP,PASS
4,8,56,2,9,91,0,SHOTGUN,OPP,PASS
4,8,17,3,4,96,0,SHOTGUN,OPP,PASS
4,6,36,2,5,50,0,SHOTGUN,OPP,PASS
4,2,0,3,6,50,0,SHOTGUN,OPP,PASS
4,0,2,4,4,91,0,SHOTGUN,OPP,PASS
1,12,58,1,10,81,0,SHOTGUN,OPP,PASS
1,11,58,3,12,79,1,SHOTGUN,OPP,PASS
1,8,1,3,3,51,0,SHOTGUN,OPP,PASS
1,6,39,1,10,53,0,SHOTGUN,OPP,PASS
1,5,48,3,6,57,0,SHOTGUN,OPP,PASS
1,4,6,1,10,83,0,SHOTGUN,OPP,PASS
2,12,45,1,10,88,1,SHOTGUN,OPP,PASS
2,11,31,1,10,67,0,NO HUDDLE,OPP,PASS
2,11,25,2,10,67,0,SHOTGUN,OPP,PASS
2,9,8,3,14,81,0,SHOTGUN,OPP,PASS
2,5,39,2,3,58,0,NO HUDDLE,OPP,PASS
2,0,32,2,9,70,1,SHOTGUN,OPP,PASS
2,0,23,2,10,82,1,SHOTGUN,OPP,PASS
2,0,19,1,4,96,1,SHOTGUN,OPP,PASS
3,11,3,2,6,61,1,SHOTGUN,OPP,PASS
3,10,45,1,10,78,0,SHOTGUN,OPP,PASS
3,10,1,3,5,83,0,SHOTGUN,OPP,PASS
3,9,56,4,5,83,0,SHOTGUN,OPP,PASS
3,8,15,1,10,54,0,NO HUDDLE,OPP,PASS
3,7,22,3,5,59,0,SHOTGUN,OPP,PASS
3,7,15,1,10,64,1,UNDER CENTER,OPP,PASS
3,6,13,2,7,80,0,SHOTGUN,OPP,PASS
3,6,8,3,7,80,0,SHOTGUN,OPP,PASS
3,2,45,2,9,83,1,NO HUDDLE SHOTGUN,OPP,PASS
3,2,13,1,8,92,0,SHOTGUN,OPP,PASS
4,15,0,1,10,52,0,UNDER CENTER,OPP,PASS
4,14,56,2,10,52,0,SHOTGUN,OPP,PASS
4,13,10,2,6,69,1,SHOTGUN,OPP,PASS
4,12,27,1,10,77,1,UNDER CENTER,OPP,PASS
4,3,8,2,2,98,0,SHOTGUN,OPP,PASS
4,3,1,3,2,98,0,SHOTGUN,OPP,PASS
4,2,12,2,5,95,1,SHOTGUN,OPP,PASS
1,13,32,1,5,73,1,SHOTGUN,OPP,PASS
1,7,21,1,10,55,0,UNDER CENTER,OPP,PASS
1,7,13,2,10,55,1,SHOTGUN,OPP,PASS
1,5,15,2,10,76,0,UNDER CENTER,OPP,PASS
1,4,35,3,3,83,0,SHOTGUN,OPP,PASS
1,3,9,1,10,60,0,SHOTGUN,OPP,PASS
1,3,6,2,10,60,1,SHOTGUN,OPP,PASS
1,2,43,1,10,76,1,UNDER CENTER,OPP,PASS
2,15,0,1,10,72,1,SHOTGUN,OPP,PASS
2,11,30,3,7,85,0,SHOTGUN,OPP,PASS
2,11,22,3,7,85,0,SHOTGUN,OPP,PASS
2,7,54,1,10,61,1,SHOTGUN,OPP,PASS
2,6,17,1,10,87,0,UNDER CENTER,OPP,PASS
2,4,47,3,6,91,1,SHOTGUN,OPP,PASS
2,2,0,1,10,62,0,SHOTGUN,OPP,PASS
2,1,55,2,10,62,1,SHOTGUN,OPP,PASS
2,1,10,2,10,85,0,SHOTGUN,OPP,PASS
2,0,59,3,1,94,1,SHOTGUN,OPP,PASS
3,12,40,1,10,64,0,UNDER CENTER,OPP,PASS
3,11,38,2,3,97,0,UNDER CENTER,OPP,PASS
3,11,31,3,3,97,0,SHOTGUN,OPP,PASS
3,3,6,3,6,50,1,SHOTGUN,OPP,PASS
4,12,24,1,10,64,0,UNDER CENTER,OPP,PASS
4,10,54,1,10,61,0,SHOTGUN,OPP,PASS
4,10,49,1,10,76,0,SHOTGUN,OPP,PASS
4,10,45,1,10,81,0,SHOTGUN,OPP,PASS
4,10,9,2,4,87,0,UNDER CENTER,OPP,PASS
4,10,2,3,4,87,0,SHOTGUN,OPP,PASS
4,9,58,4,4,87,1,SHOTGUN,OPP,PASS
4,9,25,1,7,93,0,SHOTGUN,OPP,PASS
4,9,19,2,7,93,0,SHOTGUN,OPP,PASS
4,4,22,1,10,63,1,SHOTGUN,OPP,PASS
4,4,0,1,10,84,0,SHOTGUN,OPP,PASS
4,3,35,2,1,93,0,SHOTGUN,OPP,PASS
1,11,42,2,4,71,0,SHOTGUN,OPP,PASS
1,11,36,3,4,71,0,SHOTGUN,OPP,PASS
1,10,27,2,8,79,0,SHOTGUN,OPP,PASS
1,10,22,3,8,79,0,SHOTGUN,OPP,PASS
1,3,32,2,5,76,0,SHOTGUN,OPP,PASS
1,3,15,3,2,79,1,NO HUDDLE,OPP,PASS
2,12,32,1,10,51,0,SHOTGUN,OPP,PASS
2,11,11,3,1,60,1,UNDER CENTER,OPP,PASS
2,10,5,2,7,66,1,SHOTGUN,OPP,PASS
2,9,31,1,10,79,1,SHOTGUN,OPP,PASS
2,8,18,2,9,90,0,SHOTGUN,OPP,PASS
2,8,10,2,20,79,0,UNDER CENTER,OPP,PASS
2,8,3,3,20,79,0,SHOTGUN,OPP,PASS
2,4,47,1,10,63,1,SHOTGUN,OPP,PASS
2,2,47,1,1,99,1,UNDER CENTER,OPP,PASS
2,1,20,1,10,50,0,NO HUDDLE SHOTGUN,OPP,PASS
2,0,25,3,16,74,0,SHOTGUN,OPP,PASS
2,0,20,1,10,89,0,SHOTGUN,OPP,PASS
2,0,11,2,12,87,0,SHOTGUN,OPP,PASS
3,12,52,2,11,55,0,SHOTGUN,OPP,PASS
3,11,28,1,10,67,0,SHOTGUN,OPP,PASS
3,10,48,2,19,58,0,SHOTGUN,OPP,PASS
3,10,2,3,16,61,0,SHOTGUN,OPP,PASS
3,7,9,2,7,57,0,SHOTGUN,OPP,PASS
3,7,5,3,7,57,0,NO HUDDLE SHOTGUN,OPP,PASS
3,5,15,2,3,57,0,UNDER CENTER,OPP,PASS
3,5,12,3,8,52,0,SHOTGUN,OPP,PASS
4,2,38,1,10,60,0,SHOTGUN,OPP,PASS
4,2,0,3,6,64,0,SHOTGUN,OPP,PASS
4,1,55,4,6,64,0,SHOTGUN,OPP,PASS
1,10,9,2,8,69,0,UNDER CENTER,OPP,PASS
1,10,3,3,8,69,0,SHOTGUN,OPP,PASS
1,5,35,2,10,70,0,SHOTGUN,OPP,PASS
1,3,18,1,10,58,1,UNDER CENTER,OPP,PASS
1,2,0,2,9,72,0,SHOTGUN,OPP,PASS
1,1,14,3,11,70,0,SHOTGUN,OPP,PASS
2,15,0,1,10,55,0,SHOTGUN,OPP,PASS
2,14,53,2,10,55,0,SHOTGUN,OPP,PASS
2,10,27,1,10,66,0,UNDER CENTER,OPP,PASS
2,10,21,1,10,66,0,UNDER CENTER,OPP,PASS
2,7,58,1,10,87,0,SHOTGUN,OPP,PASS
2,7,54,2,10,87,1,SHOTGUN,OPP,PASS
2,2,45,2,10,64,0,SHOTGUN,OPP,PASS
2,2,42,3,10,64,0,SHOTGUN,OPP,PASS
3,10,42,1,10,80,0,SHOTGUN,OPP,PASS
3,10,38,2,10,80,1,SHOTGUN,OPP,PASS
3,9,29,1,1,99,1,SHOTGUN,OPP,PASS
3,5,49,2,10,63,0,SHOTGUN,OPP,PASS
3,4,21,3,4,74,1,SHOTGUN,OPP,PASS
3,0,55,1,10,64,1,SHOTGUN,OPP,PASS
4,14,18,1,10,59,0,SHOTGUN,OPP,PASS
4,13,34,2,4,65,1,SHOTGUN,OPP,PASS
4,13,1,1,10,72,0,SHOTGUN,OPP,PASS
4,12,53,2,10,72,0,SHOTGUN,OPP,PASS
4,12,9,3,2,80,1,SHOTGUN,OPP,PASS
4,9,52,2,1,99,0,UNDER CENTER,OPP,PASS
4,9,47,3,1,99,1,SHOTGUN,OPP,PASS
4,6,36,1,10,65,0,SHOTGUN,OPP,PASS
4,6,32,2,10,65,0,SHOTGUN,OPP,PASS
4,5,56,3,2,73,0,SHOTGUN,OPP,PASS
4,5,52,4,2,73,1,SHOTGUN,OPP,PASS
4,5,8,1,4,96,1,SHOTGUN,OPP,PASS
4,1,57,1,10,60,1,SHOTGUN,OPP,PASS
4,1,51,1,10,72,0,SHOTGUN,OPP,PASS
4,1,45,2,10,72,0,SHOTGUN,OPP,PASS
4,1,40,3,10,72,0,SHOTGUN,OPP,PASS
1,13,54,1,10,59,0,SHOTGUN,OPP,PASS
1,13,2,3,4,65,1,SHOTGUN,OPP,PASS
1,11,12,2,14,66,0,SHOTGUN,OPP,PASS
1,10,29,3,9,71,0,SHOTGUN,OPP,PASS
2,15,0,2,10,87,1,SHOTGUN,OPP,PASS
2,8,46,1,10,51,1,SHOTGUN,OPP,PASS
2,6,13,2,9,86,1,SHOTGUN,OPP,PASS
2,1,57,1,10,56,0,SHOTGUN,OPP,PASS
2,1,23,2,4,62,1,SHOTGUN,OPP,PASS
2,0,49,1,10,68,0,SHOTGUN,OPP,PASS
2,0,43,1,10,78,0,SHOTGUN,OPP,PASS
2,0,29,1,10,88,0,SHOTGUN,OPP,PASS
2,0,12,3,2,96,1,SHOTGUN,OPP,PASS
3,13,44,2,9,53,0,SHOTGUN,OPP,PASS
3,13,3,3,3,59,0,SHOTGUN,OPP,PASS
3,2,3,2,14,53,0,NO HUDDLE SHOTGUN,OPP,PASS
4,15,0,2,4,63,0,UNDER CENTER,OPP,PASS
4,14,13,2,12,66,0,SHOTGUN,OPP,PASS
4,14,9,3,12,66,1,SHOTGUN,OPP,PASS
4,12,20,3,6,87,0,SHOTGUN,OPP,PASS
4,9,20,1,10,64,0,NO HUDDLE SHOTGUN,OPP,PASS
4,8,45,2,3,71,1,NO HUDDLE SHOTGUN,OPP,PASS
4,8,11,1,10,77,0,NO HUDDLE SHOTGUN,OPP,PASS
4,7,0,1,9,91,0,NO HUDDLE SHOTGUN,OPP,PASS
4,6,28,2,8,92,0,NO HUDDLE SHOTGUN,OPP,PASS
4,6,24,1,4,96,0,SHOTGUN,OPP,PASS
4,4,30,1,10,74,1,SHOTGUN,OPP,PASS
4,4,3,1,10,90,0,NO HUDDLE SHOTGUN,OPP,PASS
4,4,0,2,10,90,0,SHOTGUN,OPP,PASS
4,3,29,3,7,93,0,SHOTGUN,OPP,PASS
4,3,26,4,7,93,0,SHOTGUN,OPP,PASS
4,0,40,1,10,52,0,NO HUDDLE SHOTGUN,OPP,PASS
4,0,19,2,7,55,0,NO HUDDLE SHOTGUN,OPP,PASS
1,7,22,2,9,88,0,UNDER CENTER,OPP,PASS
2,14,19,2,10,53,0,SHOTGUN,OPP,PASS
2,14,13,3,10,53,0,SHOTGUN,OPP,PASS
2,10,52,3,2,73,1,SHOTGUN,OPP,PASS
2,10,16,1,10,78,0,SHOTGUN,OPP,PASS
2,2,0,1,10,51,1,SHOTGUN,OPP,PASS
2,1,40,1,10,61,0,SHOTGUN,OPP,PASS
2,1,35,2,10,61,1,SHOTGUN,OPP,PASS
2,1,11,1,10,76,0,NO HUDDLE SHOTGUN,OPP,PASS
2,0,45,2,2,84,0,NO HUDDLE SHOTGUN,OPP,PASS
3,13,29,1,10,53,0,UNDER CENTER,OPP,PASS
3,13,24,2,10,53,0,SHOTGUN,OPP,PASS
3,8,31,3,3,54,0,SHOTGUN,OPP,PASS
3,6,12,1,10,56,0,NO HUDDLE SHOTGUN,OPP,PASS
3,5,31,3,11,55,1,SHOTGUN,OPP,PASS
3,4,11,2,17,64,0,NO HUDDLE SHOTGUN,OPP,PASS
3,3,28,3,11,70,0,SHOTGUN,OPP,PASS
3,0,37,2,6,71,1,UNDER CENTER,OPP,PASS
4,13,6,2,6,55,1,NO HUDDLE SHOTGUN,OPP,PASS
4,12,43,1,10,61,0,NO HUDDLE SHOTGUN,OPP,PASS
4,12,16,2,7,64,1,NO HUDDLE SHOTGUN,OPP,PASS
4,11,39,1,10,77,0,SHOTGUN,OPP,PASS
4,2,18,4,10,52,0,SHOTGUN,OPP,PASS
1,9,10,1,10,85,1,UNDER CENTER,OPP,PASS
1,7,50,1,10,56,0,SHOTGUN,OPP,PASS
1,7,43,2,10,56,1,UNDER CENTER,OPP,PASS
1,6,58,1,10,66,0,SHOTGUN,OPP,PASS
1,6,18,2,5,71,1,SHOTGUN,OPP,PASS
2,14,20,2,7,93,0,SHOTGUN,OPP,PASS
2,14,13,3,7,93,0,SHOTGUN,OPP,PASS
2,14,8,3,17,83,0,SHOTGUN,OPP,PASS
2,11,20,1,10,52,0,UNDER CENTER,OPP,PASS
2,10,40,2,5,57,1,SHOTGUN,OPP,PASS
2,5,34,3,6,67,0,SHOTGUN,OPP,PASS
2,2,56,2,16,62,0,SHOTGUN,OPP,PASS
2,1,35,1,10,67,0,SHOTGUN,OPP,PASS
2,1,14,2,3,74,0,NO HUDDLE SHOTGUN,OPP,PASS
3,8,15,1,10,60,1,SHOTGUN,OPP,PASS
3,7,31,2,7,62,1,SHOTGUN,OPP,PASS
3,6,56,1,10,77,0,UNDER CENTER,OPP,PASS
3,6,9,3,7,80,1,SHOTGUN,OPP,PASS
3,2,14,2,10,65,0,UNDER CENTER,OPP,PASS
3,2,11,3,10,65,0,SHOTGUN,OPP,PASS
4,13,4,1,10,69,0,SHOTGUN,OPP,PASS
4,12,58,1,20,59,0,SHOTGUN,OPP,PASS
4,12,20,2,12,67,0,SHOTGUN,OPP,PASS
4,11,42,3,10,69,0,SHOTGUN,OPP,PASS
4,11,18,1,4,96,1,SHOTGUN,OPP,PASS
1,7,57,3,2,83,1,SHOTGUN,OPP,PASS
1,1,27,3,4,73,0,SHOTGUN,OPP,PASS
1,1,0,1,7,93,0,SHOTGUN,OPP,PASS
1,0,20,2,3,97,0,UNDER CENTER,OPP,PASS
1,0,16,3,3,97,0,SHOTGUN,OPP,PASS
2,7,36,3,13,54,0,SHOTGUN,OPP,PASS
2,5,33,3,6,50,1,SHOTGUN,OPP,PASS
2,4,53,1,10,79,1,SHOTGUN,OPP,PASS
2,4,17,1,10,90,0,SHOTGUN,OPP,PASS
3,13,2,1,10,60,0,SHOTGUN,OPP,PASS
3,12,32,2,9,61,0,NO HUDDLE SHOTGUN,OPP,PASS
3,12,29,3,9,61,1,SHOTGUN,OPP,PASS
3,11,26,2,2,78,1,UNDER CENTER,OPP,PASS
3,10,13,2,10,84,0,SHOTGUN,OPP,PASS
3,5,36,1,10,65,0,NO HUDDLE SHOTGUN,OPP,PASS
3,5,3,2,1,74,1,NO HUDDLE SHOTGUN,OPP,PASS
3,3,52,2,9,77,0,NO HUDDLE SHOTGUN,OPP,PASS
3,3,46,3,9,77,0,NO HUDDLE SHOTGUN,OPP,PASS
4,14,32,1,10,53,0,NO HUDDLE SHOTGUN,OPP,PASS
4,14,6,2,2,61,1,SHOTGUN,OPP,PASS
4,10,31,1,10,76,0,SHOTGUN,OPP,PASS
4,9,51,2,4,82,1,NO HUDDLE SHOTGUN,OPP,PASS
4,9,10,1,10,88,1,NO HUDDLE SHOTGUN,OPP,PASS
4,3,28,3,7,51,1,SHOTGUN,OPP,PASS
4,2,47,3,2,86,0,SHOTGUN,OPP,PASS
4,0,3,4,13,58,0,SHOTGUN,OPP,PASS
1,10,23,1,10,53,0,UNDER CENTER,OPP,PASS
1,6,54,1,10,68,1,SHOTGUN,OPP,PASS
1,5,36,2,10,83,0,UNDER CENTER,OPP,PASS
1,5,5,3,7,86,1,SHOTGUN,OPP,PASS
1,3,25,2,7,54,0,UNDER CENTER,OPP,PASS
2,13,31,1,10,55,0,SHOTGUN,OPP,PASS
2,13,21,2,10,55,0,UNDER CENTER,OPP,PASS
2,12,8,1,10,72,0,SHOTGUN,OPP,PASS
2,11,2,2,20,57,0,SHOTGUN,OPP,PASS
2,10,15,3,15,62,0,SHOTGUN,OPP,PASS
2,7,6,2,6,64,0,UNDER CENTER,OPP,PASS
2,2,0,3,2,59,1,SHOTGUN,OPP,PASS
2,1,16,1,10,52,0,NO HUDDLE SHOTGUN,OPP,PASS
2,1,11,1,5,57,1,NO HUDDLE SHOTGUN,OPP,PASS
2,1,6,1,10,73,1,NO HUDDLE SHOTGUN,OPP,PASS
2,0,45,1,10,84,0,SHOTGUN,OPP,PASS
2,0,37,1,6,94,0,NO HUDDLE SHOTGUN,OPP,PASS
2,0,21,3,3,97,0,SHOTGUN,OPP,PASS
3,14,4,2,6,50,1,NO HUDDLE,OPP,PASS
3,13,17,1,10,76,1,SHOTGUN,OPP,PASS
3,11,2,2,8,54,1,UNDER CENTER,OPP,PASS
3,9,44,2,5,79,1,SHOTGUN,OPP,PASS
3,6,7,2,9,83,0,UNDER CENTER,OPP,PASS
3,3,19,1,10,71,0,NO HUDDLE SHOTGUN,OPP,PASS
3,2,39,2,8,73,0,NO HUDDLE SHOTGUN,OPP,PASS
3,1,55,3,7,74,0,NO HUDDLE SHOTGUN,OPP,PASS
4,15,0,1,10,51,0,SHOTGUN,OPP,PASS
4,14,28,2,4,57,0,NO HUDDLE SHOTGUN,OPP,PASS
4,13,41,3,2,59,1,NO HUDDLE SHOTGUN,OPP,PASS
4,13,0,1,10,76,0,NO HUDDLE SHOTGUN,OPP,PASS
4,12,26,2,4,82,0,NO HUDDLE SHOTGUN,OPP,PASS
4,12,19,3,4,82,1,NO HUDDLE SHOTGUN,OPP,PASS
4,11,34,1,10,86,0,NO HUDDLE SHOTGUN,OPP,PASS
4,11,1,2,5,91,0,NO HUDDLE SHOTGUN,OPP,PASS
4,10,57,3,5,91,0,NO HUDDLE SHOTGUN,OPP,PASS
4,10,51,4,5,91,0,NO HUDDLE SHOTGUN,OPP,PASS
4,7,22,1,10,56,0,NO HUDDLE SHOTGUN,OPP,PASS
4,6,54,2,1,65,0,NO HUDDLE SHOTGUN,OPP,PASS
4,6,49,3,1,65,0,NO HUDDLE SHOTGUN,OPP,PASS
4,6,44,4,1,65,1,NO HUDDLE SHOTGUN,OPP,PASS
4,4,19,4,2,68,1,UNDER CENTER,OPP,PASS
4,2,35,4,3,81,1,UNDER CENTER,OPP,PASS
1,10,58,1,12,88,0,SHOTGUN,OPP,PASS
1,6,7,1,10,50,0,UNDER CENTER,OPP,PASS
1,6,1,2,10,50,1,SHOTGUN,OPP,PASS
1,5,37,1,10,61,1,NO HUDDLE,OPP,PASS
1,4,59,1,10,81,1,SHOTGUN,OPP,PASS
1,2,1,1,10,51,0,SHOTGUN,OPP,PASS
1,0,34,3,10,51,1,SHOTGUN,OPP,PASS
2,15,0,1,10,62,0,UNDER CENTER,OPP,PASS
2,13,14,3,9,91,0,SHOTGUN,OPP,PASS
2,12,19,1,10,56,1,UNDER CENTER,OPP,PASS
2,10,35,2,8,80,0,SHOTGUN,OPP,PASS
2,7,58,1,10,57,0,NO HUDDLE SHOTGUN,OPP,PASS
2,6,35,1,10,68,0,UNDER CENTER,OPP,PASS
2,2,53,2,5,95,0,SHOTGUN,OPP,PASS
2,2,49,3,5,95,0,SHOTGUN,OPP,PASS
3,11,22,3,3,77,1,SHOTGUN,OPP,PASS
3,9,11,3,8,90,0,SHOTGUN,OPP,PASS
3,0,45,1,10,62,1,UNDER CENTER,OPP,PASS
3,0,3,1,8,92,1,UNDER CENTER,OPP,PASS
4,10,19,1,10,56,0,NO HUDDLE,OPP,PASS
4,10,12,2,10,56,0,SHOTGUN,OPP,PASS
4,9,29,3,3,63,0,SHOTGUN,OPP,PASS
4,8,8,1,10,60,0,NO HUDDLE SHOTGUN,OPP,PASS
4,4,27,3,3,72,1,SHOTGUN,OPP,PASS
4,4,16,1,9,91,0,UNDER CENTER,OPP,PASS
4,4,11,2,9,91,0,SHOTGUN,OPP,PASS
4,0,17,1,10,61,0,NO HUDDLE SHOTGUN,OPP,PASS
4,0,13,2,2,69,1,SHOTGUN,OPP,PASS
1,12,13,1,10,84,0,SHOTGUN,OPP,PASS
1,11,27,3,6,88,0,SHOTGUN,OPP,PASS
1,10,40,2,4,96,1,SHOTGUN,OPP,PASS
1,8,21,3,7,50,0,SHOTGUN,OPP,PASS
1,7,3,1,10,60,0,SHOTGUN,OPP,PASS
1,6,37,2,2,68,0,SHOTGUN,OPP,PASS
1,6,33,3,2,68,1,SHOTGUN,OPP,PASS
1,2,13,1,10,67,0,SHOTGUN,OPP,PASS
1,0,42,2,5,83,1,SHOTGUN,OPP,PASS
1,0,6,1,10,88,0,SHOTGUN,OPP,PASS
2,15,0,3,13,85,0,SHOTGUN,OPP,PASS
2,13,50,2,10,90,0,UNDER CENTER,OPP,PASS
2,13,7,3,7,93,1,SHOTGUN,OPP,PASS
2,10,0,1,10,77,1,UNDER CENTER,OPP,PASS
2,8,36,2,5,92,0,SHOTGUN,OPP,PASS
2,8,29,3,5,92,0,SHOTGUN,OPP,PASS
2,5,53,2,1,69,0,SHOTGUN,OPP,PASS
2,5,10,1,10,72,0,SHOTGUN,OPP,PASS
2,4,4,2,8,74,0,SHOTGUN,OPP,PASS
2,3,59,3,8,74,1,SHOTGUN,OPP,PASS
2,3,10,1,9,91,0,SHOTGUN,OPP,PASS
2,3,7,1,14,86,0,SHOTGUN,OPP,PASS
2,3,4,2,14,86,1,SHOTGUN,OPP,PASS
2,1,38,1,10,56,0,SHOTGUN,OPP,PASS
2,1,29,3,4,62,0,SHOTGUN,OPP,PASS
2,1,25,4,4,62,0,SHOTGUN,OPP,PASS
2,0,36,1,10,58,1,SHOTGUN,OPP,PASS
2,0,30,1,10,69,0,SHOTGUN,OPP,PASS
2,0,16,2,1,99,0,SHOTGUN,OPP,PASS
2,0,12,3,1,99,1,SHOTGUN,OPP,PASS
3,12,43,2,7,63,0,SHOTGUN,OPP,PASS
3,12,40,3,7,63,0,SHOTGUN,OPP,PASS
3,7,28,2,7,51,0,UNDER CENTER,OPP,PASS
3,6,48,3,2,56,0,UNDER CENTER,OPP,PASS
3,6,45,4,2,56,0,SHOTGUN,OPP,PASS
3,4,52,2,8,63,0,SHOTGUN,OPP,PASS
3,4,48,3,8,63,0,SHOTGUN,OPP,PASS
4,15,0,3,2,50,0,SHOTGUN,OPP,PASS
4,12,24,1,10,51,0,SHOTGUN,OPP,PASS
4,11,57,2,1,60,0,SHOTGUN,OPP,PASS
4,11,15,1,10,67,1,SHOTGUN,OPP,PASS
4,9,41,2,14,79,1,SHOTGUN,OPP,PASS
4,6,38,2,5,55,1,SHOTGUN,OPP,PASS
4,3,44,3,12,82,0,SHOTGUN,OPP,PASS
4,1,36,1,10,52,0,SHOTGUN,OPP,PASS
4,1,15,2,6,56,1,SHOTGUN,OPP,PASS
4,1,6,1,10,62,0,SHOTGUN,OPP,PASS
4,0,59,2,10,62,0,SHOTGUN,OPP,PASS
4,0,37,3,1,71,1,SHOTGUN,OPP,PASS
4,0,25,2,10,75,0,SHOTGUN,OPP,PASS
4,0,8,4,8,77,1,SHOTGUN,OPP,PASS
1,13,46,2,3,54,1,UNDER CENTER,OPP,PASS
1,11,45,3,3,64,0,SHOTGUN,OPP,PASS
1,7,7,2,8,71,0,UNDER CENTER,OPP,PASS
2,14,35,2,7,51,1,SHOTGUN,OPP,PASS
2,12,27,3,4,67,0,SHOTGUN,OPP,PASS
2,10,28,3,5,82,1,SHOTGUN,OPP,PASS
2,9,42,1,6,94,0,UNDER CENTER,OPP,PASS
2,8,50,3,5,95,1,SHOTGUN,OPP,PASS
2,6,32,1,10,76,0,SHOTGUN,OPP,PASS
2,4,8,3,8,89,1,SHOTGUN,OPP,PASS
2,0,40,1,10,54,1,SHOTGUN,OPP,PASS
2,0,35,1,10,84,0,SHOTGUN,OPP,PASS
2,0,28,2,2,92,1,SHOTGUN,OPP,PASS
3,14,20,1,10,61,0,UNDER CENTER,OPP,PASS
3,6,21,3,14,51,0,SHOTGUN,OPP,PASS
3,2,38,2,9,53,0,SHOTGUN,OPP,PASS
3,2,33,3,9,53,0,SHOTGUN,OPP,PASS
4,14,13,1,10,61,1,SHOTGUN,OPP,PASS
4,13,3,1,10,83,0,SHOTGUN,OPP,PASS
4,12,58,2,10,83,0,SHOTGUN,OPP,PASS
4,12,11,3,4,89,1,SHOTGUN,OPP,PASS
4,11,27,1,3,97,1,SHOTGUN,OPP,PASS
4,9,23,1,10,77,1,UNDER CENTER,OPP,PASS
4,6,49,1,10,51,0,SHOTGUN,OPP,PASS
4,6,26,1,10,78,1,SHOTGUN,OPP,PASS
4,0,19,1,10,58,0,SHOTGUN,OPP,PASS
4,0,11,2,10,58,1,SHOTGUN,OPP,PASS
4,0,4,1,15,69,0,SHOTGUN,OPP,PASS
1,10,53,1,10,62,1,UNDER CENTER,OPP,PASS
1,9,32,2,7,90,1,SHOTGUN,OPP,PASS
1,5,7,3,12,63,1,SHOTGUN,OPP,PASS
1,1,59,1,10,53,0,UNDER CENTER,OPP,PASS
1,1,11,1,10,58,1,UNDER CENTER,OPP,PASS
2,14,26,3,21,68,0,SHOTGUN,OPP,PASS
2,10,49,2,5,91,1,UNDER CENTER,OPP,PASS
2,6,27,1,10,63,0,UNDER CENTER,OPP,PASS
2,5,42,2,3,70,1,SHOTGUN,OPP,PASS
2,4,15,2,7,83,1,SHOTGUN,OPP,PASS
2,2,48,2,10,90,0,UNDER CENTER,OPP,PASS
2,2,0,3,2,98,1,SHOTGUN,OPP,PASS
2,1,12,1,10,82,0,NO HUDDLE SHOTGUN,OPP,PASS
2,1,5,2,15,77,0,SHOTGUN,OPP,PASS
3,13,48,1,10,52,1,UNDER CENTER,OPP,PASS
3,11,15,2,1,99,0,UNDER CENTER,OPP,PASS
3,5,45,3,10,55,0,NO HUDDLE SHOTGUN,OPP,PASS
3,3,53,1,10,58,0,UNDER CENTER,OPP,PASS
3,2,54,3,4,64,0,SHOTGUN,OPP,PASS
4,9,57,2,7,53,1,SHOTGUN,OPP,PASS
4,8,17,3,9,61,0,SHOTGUN,OPP,PASS
4,6,22,2,9,85,0,SHOTGUN,OPP,PASS
4,5,44,3,4,90,1,SHOTGUN,OPP,PASS
4,3,57,3,5,95,0,SHOTGUN,OPP,PASS
4,1,0,1,10,67,0,NO HUDDLE SHOTGUN,OPP,PASS
4,0,54,2,10,67,1,SHOTGUN,OPP,PASS
4,0,42,1,3,97,1,SHOTGUN,OPP,PASS
1,12,22,1,10,52,0,SHOTGUN,OPP,PASS
1,6,41,2,3,50,1,UNDER CENTER,OPP,PASS
1,5,5,3,1,77,1,NO HUDDLE,OPP,PASS
1,3,50,2,8,81,0,SHOTGUN,OPP,PASS
1,3,7,3,3,86,1,SHOTGUN,OPP,PASS
2,15,0,1,10,62,0,SHOTGUN,OPP,PASS
2,14,54,2,10,62,0,SHOTGUN,OPP,PASS
2,14,6,3,2,70,0,SHOTGUN,OPP,PASS
2,13,23,2,7,78,1,SHOTGUN,OPP,PASS
